,Date_heure,nb_ae,nb_ae_rep,nb_ae_tr90,dmr,dmt,TR90,Year,Mois,Semaine,Year_Sem,Date,jsem,creneau,BTS,cs_ae_tr,cs_ae_rep,cs_tr90
2342,2021-12-30 08:00:00,8,8,8,9,250,100,2021,12,52,2021_52,2021-12-30,Jeudi,08:00,False,8,8,100.0
2343,2021-12-30 08:30:00,30,30,22,46,263,73,2021,12,52,2021_52,2021-12-30,Jeudi,08:30,False,30,38,78.9
2344,2021-12-30 09:00:00,36,36,36,15,323,100,2021,12,52,2021_52,2021-12-30,Jeudi,09:00,False,66,74,89.2
2345,2021-12-30 09:30:00,46,46,45,21,230,97,2021,12,52,2021_52,2021-12-30,Jeudi,09:30,False,111,120,92.5
2346,2021-12-30 10:00:00,58,58,58,23,310,100,2021,12,52,2021_52,2021-12-30,Jeudi,10:00,False,169,178,94.9
2347,2021-12-30 10:30:00,47,47,35,53,316,74,2021,12,52,2021_52,2021-12-30,Jeudi,10:30,False,204,225,90.7
2348,2021-12-30 11:00:00,41,41,36,31,315,87,2021,12,52,2021_52,2021-12-30,Jeudi,11:00,False,240,266,90.2
2349,2021-12-30 11:30:00,48,48,31,81,306,64,2021,12,52,2021_52,2021-12-30,Jeudi,11:30,False,271,314,86.3
2350,2021-12-30 12:00:00,46,46,6,153,282,13,2021,12,52,2021_52,2021-12-30,Jeudi,12:00,False,277,360,76.9
2351,2021-12-30 12:30:00,44,43,35,40,292,81,2021,12,52,2021_52,2021-12-30,Jeudi,12:30,False,312,403,77.4
2352,2021-12-30 13:00:00,38,38,29,49,273,76,2021,12,52,2021_52,2021-12-30,Jeudi,13:00,False,341,441,77.3
2353,2021-12-30 13:30:00,33,33,31,21,247,93,2021,12,52,2021_52,2021-12-30,Jeudi,13:30,False,372,474,78.5
2354,2021-12-30 14:00:00,34,34,10,122,292,29,2021,12,52,2021_52,2021-12-30,Jeudi,14:00,False,382,508,75.2
2355,2021-12-30 14:30:00,45,45,15,125,354,33,2021,12,52,2021_52,2021-12-30,Jeudi,14:30,False,397,553,71.8
2356,2021-12-30 15:30:00,43,43,18,109,330,41,2021,12,52,2021_52,2021-12-30,Jeudi,15:30,False,415,596,69.6
2357,2021-12-30 16:00:00,56,56,34,61,263,60,2021,12,52,2021_52,2021-12-30,Jeudi,16:00,False,449,652,68.9
2358,2021-12-30 16:30:00,54,54,53,22,309,98,2021,12,52,2021_52,2021-12-30,Jeudi,16:30,False,502,706,71.1
2359,2021-12-30 17:00:00,36,36,36,30,346,100,2021,12,52,2021_52,2021-12-30,Jeudi,17:00,False,538,742,72.5
2360,2021-12-30 17:30:00,44,44,37,39,324,84,2021,12,52,2021_52,2021-12-30,Jeudi,17:30,False,575,786,73.2
2361,2021-12-30 18:00:00,53,53,2,256,268,3,2021,12,52,2021_52,2021-12-30,Jeudi,18:00,False,577,839,68.8
2362,2021-12-30 18:30:00,66,64,22,126,273,34,2021,12,52,2021_52,2021-12-30,Jeudi,18:30,False,599,903,66.3
2363,2021-12-30 19:00:00,18,18,18,18,304,100,2021,12,52,2021_52,2021-12-30,Jeudi,19:00,False,617,921,67.0
2364,2021-12-30 19:30:00,9,8,8,8,390,100,2021,12,52,2021_52,2021-12-30,Jeudi,19:30,False,625,929,67.3
2365,2021-12-31 08:00:00,5,5,5,8,172,100,2021,12,52,2021_52,2021-12-31,Vendredi,08:00,False,5,5,100.0
